frame,distance
18,267.9945813177179
20,283.9499801599111
22,299.4723912318961
34,316.4408611100082
38,314.83198414393325
40,307.2787572625731
66,267.51268861430196
68,282.43686375985175
70,289.60069058828907
72,295.4391699322217
74,298.6451171014589
76,299.5905908666689
78,300.19273071825756
80,300.221242903832
82,299.8058241125735
84,296.0144111208531
120,285.9703819021329
122,286.35397258890504
124,287.39379681796083
126,287.46446343333946
128,285.5169985142914
156,270.47989829909943
158,272.4985329673824
168,280.41252121550133
200,268.5146126821696
204,277.79916289415473
206,281.08855976126557
208,286.9495543419475
210,286.58614296619544
212,286.9756404188098
214,286.22575268573075
216,281.5895804689385
218,279.6632031611276
244,251.43435147274985
306,270.9415741722083
344,263.324253433243
346,268.4186417785309
348,270.77431378146
350,272.8396779336731
352,272.63806461660397
354,272.9209746056407
356,272.33517486360654
358,272.3947521204216
360,273.65622271561176
362,275.857008481415
364,273.2848125002886
366,268.4258683930122
392,258.3690200487023
400,274.722178058875
402,277.5035625933745
404,278.0775671813897
406,277.7451245557574
408,276.65123791784384
410,273.5968685916824
442,265.5665061401188
444,270.8140376090577
446,273.7578653228181
448,275.96612970763636
450,277.6495905512736
452,275.3791791848285
454,275.1499224709201
456,275.3007149222339
458,275.90557387949025
460,275.7048376301028
462,271.67889019262424
490,255.87401884999218
494,263.81288053360555
496,265.947025048381
498,267.87261896124244
500,268.11164547771386
502,269.3828542296872
504,270.4122167919242
506,270.5266474308574
508,270.00378966636987
510,270.3076380137245
512,269.6347579457156
514,265.0367803734139
536,240.92656116730302
538,260.7944406170576
540,268.85750851522556
542,272.7324713159597
544,276.8509591383551
546,278.1296602597606
548,277.8417598697458
550,279.51552206105856
552,278.9532861013909
554,278.4322179887615
556,279.1966398547001
558,277.1231737635141
560,263.1988159645042
586,256.6555939089119
588,263.22585489548624
590,268.9968457284752
592,270.1866400216929
594,266.4652490116266
596,261.93707569113576
598,256.1967170934448
