frame,class,x,y,conf
0,index_finger,2023.1670532226562,1061.9458312988281,0.5695000886917114
2,index_finger,2022.5858764648438,1061.3889770507812,0.5564132332801819
4,index_finger,2023.5266723632812,1059.6084594726562,0.5489460825920105
6,index_finger,2023.90869140625,1059.4532470703125,0.5494392514228821
8,index_finger,2023.666259765625,1061.9871520996094,0.553569495677948
10,index_finger,2030.5304565429688,1063.6118469238281,0.5467586517333984
12,thumb,1959.2404174804688,1614.0349731445312,0.8015521764755249
12,index_finger,2032.9262084960938,1071.0741882324219,0.5163832306861877
14,thumb,1959.3206176757812,1616.4863891601562,0.814795196056366
14,index_finger,2033.0335693359375,1072.7411499023438,0.5171620845794678
16,thumb,1959.3460693359375,1617.02783203125,0.815405547618866
16,index_finger,2031.7843627929688,1069.4928283691406,0.4972619414329529
18,thumb,1958.871826171875,1618.1063232421875,0.8039950728416443
18,index_finger,2033.0620727539062,1070.1635437011719,0.5022464394569397
20,thumb,1958.3651733398438,1621.2890625,0.7790250778198242
20,index_finger,2032.8936157226562,1071.6483459472656,0.5046341419219971
22,thumb,1958.7973022460938,1618.52490234375,0.7966871857643127
22,index_finger,2029.4183349609375,1067.084228515625,0.4718224108219147
24,thumb,1959.8790283203125,1618.5736083984375,0.7940462827682495
24,index_finger,2029.6895751953125,1063.4627990722656,0.5457451343536377
26,thumb,1959.5269775390625,1617.7335205078125,0.7976999878883362
26,index_finger,2029.12353515625,1064.1952209472656,0.5588647127151489
28,thumb,1958.909912109375,1617.5034790039062,0.8050864338874817
28,index_finger,2028.65771484375,1065.49658203125,0.5326952338218689
30,thumb,1958.83154296875,1618.762939453125,0.781420111656189
30,index_finger,2029.7142944335938,1068.0626220703125,0.4811021685600281
32,thumb,1958.2867431640625,1618.571044921875,0.7854025363922119
32,index_finger,2030.8142700195312,1069.2009887695312,0.48795199394226074
34,thumb,1958.0013427734375,1616.8654174804688,0.8037089705467224
34,index_finger,2029.8174438476562,1069.0724487304688,0.4831024408340454
36,thumb,1958.35107421875,1617.0075073242188,0.8138201236724854
36,index_finger,2029.7698364257812,1068.5718078613281,0.4884296953678131
38,thumb,1958.4598388671875,1616.7894287109375,0.8051268458366394
38,index_finger,2030.7041625976562,1069.6124877929688,0.49450239539146423
40,thumb,1959.896484375,1617.6030883789062,0.7957751750946045
40,index_finger,2030.778076171875,1071.2244873046875,0.4856249690055847
42,thumb,1960.8218994140625,1618.0077514648438,0.7937940359115601
42,index_finger,2030.9595947265625,1071.2709655761719,0.4859406054019928
44,thumb,1961.7674560546875,1618.44580078125,0.7837120890617371
44,index_finger,2031.724365234375,1070.9607849121094,0.46960780024528503
46,thumb,1961.4882202148438,1618.285400390625,0.7695519924163818
46,index_finger,2032.2040405273438,1073.5731506347656,0.4826730191707611
48,thumb,1962.384521484375,1619.471923828125,0.7687618732452393
48,index_finger,2033.606689453125,1074.6331481933594,0.48607614636421204
50,thumb,1963.36083984375,1619.140869140625,0.775891125202179
50,index_finger,2035.0564575195312,1075.1738586425781,0.49589937925338745
52,thumb,1962.670166015625,1618.7603759765625,0.7890684008598328
52,index_finger,2034.128173828125,1077.0624389648438,0.49831703305244446
54,thumb,1962.8616943359375,1618.8636474609375,0.7960699796676636
54,index_finger,2034.1329956054688,1079.6058959960938,0.5100504755973816
56,thumb,1962.70166015625,1618.0944213867188,0.8001718521118164
56,index_finger,2033.9797973632812,1079.8093872070312,0.5129356980323792
58,thumb,1962.280517578125,1616.7461547851562,0.8110378384590149
58,index_finger,2033.681396484375,1078.2567749023438,0.5193290710449219
60,thumb,1962.2636108398438,1616.3968505859375,0.8139305710792542
60,index_finger,2033.738525390625,1078.1209106445312,0.512311577796936
62,thumb,1962.0655517578125,1616.1009521484375,0.8081072568893433
62,index_finger,2033.4652709960938,1080.4306640625,0.5346953868865967
64,thumb,1964.4071044921875,1618.95556640625,0.7994339466094971
64,index_finger,2034.3543090820312,1080.652587890625,0.5626180171966553
66,thumb,1964.283447265625,1620.1001586914062,0.7907890677452087
66,index_finger,2034.5046997070312,1080.6896362304688,0.5599212050437927
68,thumb,1963.613525390625,1618.656005859375,0.802743136882782
68,index_finger,2033.668701171875,1080.4522094726562,0.526347279548645
70,thumb,1962.93603515625,1618.8779296875,0.7932050228118896
70,index_finger,2033.9796142578125,1080.2631225585938,0.5305433869361877
72,index_finger,2033.7647094726562,1080.4052124023438,0.5257948040962219
74,thumb,1962.6679077148438,1619.0510864257812,0.7885264754295349
74,index_finger,2033.2579956054688,1080.3572387695312,0.5187724232673645
76,thumb,1962.4795532226562,1617.7847900390625,0.7989442944526672
76,index_finger,2034.5196533203125,1079.3828735351562,0.5095195174217224
78,thumb,1961.920166015625,1616.69140625,0.8107811808586121
