frame,distance
0,370.2713319712554
2,374.35959917026287
4,373.8898807752462
6,373.5877883650304
8,372.25430082337505
10,366.77020542841484
12,366.17778002281773
14,367.38196770577616
16,367.5984978253293
18,368.8238312575003
20,365.7662842696301
22,356.0394866628372
26,346.48336537200606
28,347.6937817562941
30,348.9137405353272
32,349.71954069141077
34,351.67297869634587
38,355.43810074073605
40,358.17530042109775
44,364.1933420393911
46,366.5518434668861
48,369.2174200725589
50,373.47783853852445
52,371.53621318722435
54,370.9794982734194
56,371.42568317742916
58,371.1736537585215
60,370.06634822185725
62,368.4132048526242
64,369.3363552009696
66,369.3803084000112
68,368.5127494259324
70,367.70195848565896
72,367.27453024738014
74,364.5041622078316
76,350.63933624223614
78,318.9119436387744
82,310.79151636068633
84,302.39689175504054
86,292.4919673629084
162,295.43627132056906
166,338.41775756671825
168,335.50546980982193
170,345.0682758702951
172,352.46124518917543
176,374.8066704936892
182,388.8861592696615
188,393.4214611815482
192,393.77103194745524
202,404.4355548434361
204,405.3114017895222
206,404.2687554215243
214,405.2893100222447
216,407.90869420236373
218,409.2732193322374
220,407.7139028611205
300,303.2906427669779
302,329.3518899166781
304,340.4233320255156
306,346.75659283261496
308,352.91566021127255
310,356.2225452899347
312,357.2407007714957
314,356.78929565986164
316,361.34615811484883
318,363.692964522306
320,365.8034625805951
322,370.85447291089514
324,371.79997960316115
326,368.67517028812375
328,369.59465796557555
330,369.24517059840827
332,374.6273007931801
334,376.64786771112654
336,377.75451042640674
338,377.2458405726149
340,381.09281864000155
342,382.7889365402134
344,383.4949107578268
346,386.69733524713007
348,389.78390572994294
350,390.8351887679747
352,390.49939523970625
354,390.22996427136
356,391.7803565971853
358,391.04287543731135
360,387.7857900064082
362,387.42082825748827
364,385.34394796171733
366,382.41711183085647
368,379.76828019721745
370,377.51236749866473
372,375.80594996404096
374,364.2830667189653
376,345.1859680660854
378,315.8142157431075
458,263.39453121995945
460,277.09317277751217
462,285.9412143262853
464,292.1897185740161
466,298.8274153121362
468,307.50283607681763
470,317.9636637708341
472,331.4910346989328
474,335.0255361147952
476,339.46240208528826
478,339.25268563386544
480,340.97326267058145
482,344.1646234129865
484,347.4603911255202
486,348.7421295463025
488,350.53801607570773
490,352.63640188903855
492,351.75313955792234
494,356.0472163590191
496,355.5930091880166
498,355.99049756043
500,357.44528367149644
502,358.3973681151108
504,358.40428200273084
506,357.86497828640097
508,360.21420148017
510,361.24038781807377
512,363.32827612018997
514,361.88738757798103
516,361.8903582284011
518,362.4843798424489
520,362.6337137186899
522,359.6079469287577
524,355.5279628793537
526,346.7097153389703
528,337.7582819656153
530,320.5386843696248
532,314.38042916576524
534,317.49988195441637
536,314.75020280428873
538,309.7858207688595
540,298.36908297393524
544,257.25079218960377
