frame,class,x,y,conf
0,thumb,1640.753173828125,1455.045654296875,0.45669880509376526
2,thumb,1641.5537109375,1455.490966796875,0.5121501684188843
4,thumb,1641.24609375,1455.5598754882812,0.4652082324028015
6,thumb,1640.8165283203125,1455.78369140625,0.4484473764896393
8,thumb,1640.6678466796875,1455.5305786132812,0.4752868711948395
10,thumb,1640.3961181640625,1455.42041015625,0.46205660700798035
12,thumb,1638.9966430664062,1454.7429809570312,0.4832203686237335
14,thumb,1636.2976684570312,1456.0481567382812,0.5434043407440186
18,index_finger,1670.3759765625,1256.172607421875,0.7105781435966492
18,thumb,1639.3846435546875,1483.069091796875,0.6587626934051514
20,thumb,1643.56640625,1501.304443359375,0.7246981859207153
20,index_finger,1684.8079833984375,1248.97802734375,0.5407611727714539
22,index_finger,1693.4293212890625,1239.3389282226562,0.7451842427253723
22,thumb,1649.1639404296875,1512.991455078125,0.5913252234458923
24,index_finger,1698.0721435546875,1235.1981811523438,0.7827143669128418
24,thumb,1652.4356689453125,1520.0983276367188,0.6909051537513733
26,index_finger,1706.0811767578125,1232.9668579101562,0.7471048831939697
26,thumb,1655.7301025390625,1522.174072265625,0.6596793532371521
28,thumb,1662.77783203125,1521.6478271484375,0.6163423657417297
28,index_finger,1709.0394287109375,1224.7965698242188,0.425557017326355
30,thumb,1670.4232177734375,1520.2203369140625,0.5967996120452881
30,index_finger,1708.8965454101562,1221.1961059570312,0.5108088850975037
32,thumb,1673.4457397460938,1518.4566650390625,0.62168949842453
32,index_finger,1709.729736328125,1220.3905639648438,0.5707627534866333
34,thumb,1676.12548828125,1518.6231079101562,0.6603361368179321
34,index_finger,1710.715576171875,1220.1463623046875,0.5133697986602783
36,thumb,1675.9434814453125,1517.3895263671875,0.65049809217453
36,index_finger,1711.212158203125,1219.3101806640625,0.49508270621299744
38,thumb,1674.6646728515625,1516.3721923828125,0.6407496333122253
38,index_finger,1711.4417724609375,1218.2664184570312,0.4700864851474762
