frame,class,x,y,conf
0,thumb,2050.4312744140625,1199.7914428710938,0.7609474658966064
2,thumb,2046.125244140625,1216.7109375,0.6730172634124756
4,thumb,2022.1904296875,1246.3474731445312,0.7223195433616638
6,thumb,2025.0299682617188,1264.1368408203125,0.8316715955734253
8,thumb,2008.9356079101562,1289.5709228515625,0.6219868063926697
10,thumb,2003.2733764648438,1307.0750732421875,0.7283943295478821
12,thumb,2002.800048828125,1313.727294921875,0.7683477997779846
12,index_finger,1972.4227294921875,779.0841674804688,0.4166608452796936
14,thumb,1997.1206665039062,1318.1697998046875,0.5838739275932312
14,index_finger,1975.3115234375,777.185302734375,0.42471909523010254
16,thumb,1988.8201904296875,1320.8089599609375,0.4862111210823059
16,index_finger,1975.3243408203125,776.5827026367188,0.46272027492523193
18,thumb,1986.5816650390625,1321.16650390625,0.4762258529663086
18,index_finger,1975.8717041015625,775.4039611816406,0.4383620321750641
20,index_finger,1978.3849487304688,772.644287109375,0.5059804916381836
22,index_finger,1981.3740234375,773.9481811523438,0.4874643385410309
22,thumb,1972.8334350585938,1326.3975219726562,0.4445226490497589
24,index_finger,1986.0450439453125,766.1312866210938,0.4471915066242218
26,index_finger,1991.3460693359375,761.5140380859375,0.48767420649528503
28,index_finger,1991.5651245117188,759.120361328125,0.4906160831451416
30,index_finger,1991.20068359375,757.0578002929688,0.45621711015701294
32,index_finger,1992.4502563476562,756.134033203125,0.47526049613952637
34,index_finger,1991.993408203125,755.8809814453125,0.4926188886165619
36,index_finger,1987.4017944335938,757.7588195800781,0.47446125745773315
36,thumb,1970.1316528320312,1311.9364624023438,0.4002505838871002
38,index_finger,1984.446533203125,762.832763671875,0.46457481384277344
40,index_finger,1981.6997680664062,765.8278198242188,0.48599398136138916
42,index_finger,1978.3873291015625,766.2796020507812,0.47443512082099915
44,index_finger,1974.6879272460938,767.37158203125,0.4187009334564209
46,index_finger,1967.996826171875,766.0398559570312,0.5637832880020142
46,thumb,1967.088134765625,1329.2354125976562,0.4375082552433014
48,index_finger,1960.257568359375,770.4006652832031,0.5160728096961975
50,index_finger,1953.8096923828125,772.2558898925781,0.5425318479537964
52,index_finger,1951.1612548828125,777.3833923339844,0.5421389937400818
54,index_finger,1946.4907836914062,779.1187133789062,0.5074000358581543
54,thumb,1959.932373046875,1333.8683471679688,0.406202495098114
56,index_finger,1943.6964111328125,777.3167724609375,0.5112804770469666
58,index_finger,1945.47216796875,777.0792541503906,0.5116748213768005
60,index_finger,1950.2581176757812,775.9522705078125,0.5435060858726501
60,thumb,1944.7367553710938,1333.1126708984375,0.40097302198410034
62,index_finger,1953.66650390625,770.0597534179688,0.4890616834163666
64,index_finger,1961.9703369140625,766.4857788085938,0.4998781383037567
66,index_finger,1969.40625,764.4323425292969,0.5213528871536255
68,index_finger,1970.56787109375,760.966552734375,0.48410555720329285
70,thumb,1925.4595947265625,1285.7698364257812,0.42266845703125
72,thumb,1914.7467041015625,1233.6558227539062,0.6693611741065979
74,thumb,1913.1602783203125,1178.8687133789062,0.6101679801940918
76,thumb,1913.7644653320312,1138.3201293945312,0.7872011065483093
78,thumb,1906.125,1126.0033569335938,0.8603650331497192
78,thumb,1882.360107421875,1109.7462158203125,0.40842747688293457
80,thumb,1912.672119140625,1117.3593139648438,0.6737783551216125
82,thumb,1940.6700439453125,1114.49853515625,0.7346964478492737
84,thumb,1951.0043334960938,1116.2874145507812,0.8451041579246521
86,thumb,1959.48779296875,1148.9891967773438,0.8219701647758484
88,thumb,1963.9771118164062,1168.2249755859375,0.8452033996582031
90,thumb,1966.5736083984375,1201.7858276367188,0.5935865640640259
90,index_finger,2020.4428100585938,725.5252990722656,0.4719581604003906
92,thumb,1967.4605712890625,1234.6591186523438,0.5804876089096069
92,index_finger,2035.8948364257812,730.6461791992188,0.502770721912384
94,index_finger,2040.2383422851562,732.662353515625,0.4732063114643097
94,thumb,1972.4765625,1242.1051025390625,0.4433865249156952
96,thumb,1974.3812255859375,1254.114013671875,0.5665180087089539
96,index_finger,2035.5433349609375,733.9656066894531,0.5218467116355896
98,index_finger,2035.893798828125,734.9336242675781,0.5325239896774292
98,thumb,1977.4445190429688,1259.2296752929688,0.47121208906173706
100,index_finger,2024.1078491210938,733.5290832519531,0.5292873382568359
