frame,distance
0,354.8166180706533
2,354.2334433201577
4,354.12580534353395
6,353.45003754802553
8,351.19134967132146
10,348.3632659611399
12,343.8205521152259
14,339.04941974714916
16,337.4812277050184
18,331.06358954730325
20,329.7403211003776
22,325.25107021425674
24,321.0234694606556
26,313.7645106778813
28,306.0423338402666
30,295.137438776809
32,287.221131525116
34,272.6368654922286
36,253.498783103633
38,244.17274409565917
40,263.4781157448232
42,264.3305971884492
44,259.1740205617042
46,257.1297897267838
48,249.25736080499996
50,247.4731324025333
52,244.8439990736176
54,231.68802318030433
56,233.47313099793905
68,228.2284520873794
70,232.1384175069201
72,234.12719841140455
74,253.57886534630586
76,273.8530358169742
78,273.5291074181174
80,279.12595133749704
82,289.220040301315
84,297.47086731748476
86,309.55539336044745
88,317.8497495240023
90,323.3677468380048
92,332.992349700159
94,346.04972814288965
96,355.23255059434643
98,354.7381845658329
100,352.01851419777955
102,350.60696216206964
104,364.97084777960225
106,374.3204392964456
108,376.66529607904624
110,375.5908149696128
112,364.10563564774515
114,374.0151694629442
116,378.09127256657956
118,379.22365510304786
120,369.6797717660768
122,366.55846415983603
124,364.0403115481208
126,375.9672503243146
128,382.4614444500701
130,381.1793137094641
132,375.681698182879
134,378.4908632731937
136,378.13935547798076
138,375.0139689912173
140,374.8081961879428
142,374.67681135581483
144,377.9108081457919
146,379.2510877552516
148,388.4797204673414
150,384.90134071195786
152,381.4396887265982
154,379.2444971054118
156,387.95516752135705
158,391.424756567967
160,397.49306574129065
162,390.15248261507315
164,390.70074588655405
166,393.62142849629066
168,394.493360457984
170,400.60026619258423
172,397.40729147595073
174,396.7572650987194
176,397.25964937635666
178,394.84209565460765
180,397.0926271571972
182,396.71023923422223
184,390.33766427650806
186,386.011047694398
188,362.8381181548041
190,339.0838298550667
192,340.22413860503525
194,334.8938983658502
196,327.15152326780844
198,304.79448193533057
200,273.1993859958419
202,269.3276505028735
204,293.5945519020824
206,285.39790707197284
208,264.67869507127887
210,233.88591324737192
212,225.62767615208105
214,256.3558339367712
216,244.3569872044634
218,212.03946050607655
220,179.80083134063372
250,143.46775906177638
252,177.5063126814183
254,213.50956365369245
256,214.55322148060043
258,206.55996371734184
260,222.4355356697138
262,258.7630456814949
264,269.87560751553764
266,268.1523576354724
268,279.1867101296654
270,296.69205661747753
272,305.9703840290855
274,308.79230608559396
276,310.2718872224467
278,317.1546757240293
280,333.6433264901025
282,342.57253349852476
284,341.5670355172412
286,335.90635464474053
288,341.50633017101643
290,350.0952024085214
292,351.82067853506607
294,345.9926974517217
296,339.830939575655
298,343.912986272138
300,343.7758226108675
302,347.02911314909704
304,346.1652717800154
306,344.77996174110405
308,347.4634029540315
310,348.94879937688796
312,347.72083355813646
314,346.89629293276016
316,342.4841654274541
318,342.4669397207826
320,345.1422045778597
322,348.1391769703677
324,348.2689553065674
326,345.2314066837688
328,341.60692330147566
330,334.47943221239046
332,317.6236580330524
334,314.5517927745104
336,308.18119569215094
338,299.339768652161
340,281.03808203519736
342,247.45324331593304
344,240.86255332327286
346,249.56548618412216
348,248.15998496392243
350,213.80414376973957
352,189.88390824113213
354,168.7705779368746
356,170.08307297739057
376,175.86057672921459
378,180.52114226295117
380,188.15794344617558
382,195.31207246562894
384,198.0187179049605
386,201.69896749443132
388,198.88496962932632
390,208.34957084933438
392,229.52723373787381
394,244.989743750642
396,241.35215526251548
398,232.39411259357107
400,227.48192856874485
402,229.9757644844176
404,239.31157514048505
406,240.66455815271482
408,239.27418767666717
410,238.54612613392274
412,246.24163497161123
414,266.4181141020186
416,277.24803574591726
418,273.83744136204393
420,268.2811197658955
422,274.8539836833409
424,283.94230164159467
426,289.75350464359076
428,288.37844120834916
430,283.6435433008548
432,290.3113964435685
434,302.92348841022397
436,310.1421662592969
438,308.93116263522836
440,300.3882453179383
442,305.65969673478276
444,319.37042177013655
446,326.6196467453542
448,326.2595974524594
450,318.94726501170885
452,315.21345184161737
454,328.4672366899971
456,335.71410237655203
458,335.17633139883736
460,329.4221025763469
462,320.0792342097388
464,335.2626307973092
466,340.3300376913663
468,338.3600579021039
470,334.9249810785366
472,332.0474044025523
474,332.8781197189502
476,339.4421177207878
478,345.5522271010752
480,344.5027816565529
482,339.1143225339945
484,339.40064270173514
486,340.476284151767
488,344.60572009915296
490,344.7385170535259
492,340.4723173330547
494,334.99959858696377
496,330.9667939331887
498,335.0836224868834
500,336.57058061767606
502,329.30234005732143
504,323.4743259991835
506,311.3701485602048
508,292.71146701233937
510,265.95343163131514
512,263.0680879953987
514,267.813432572565
516,257.6532369335251
518,250.96278079276763
520,225.43540501144116
522,201.89719744583687
530,172.24572120627946
546,204.54210579660608
548,204.10287391643743
550,202.31279666365404
552,205.33524935627216
554,215.71127710295468
556,229.68488275698436
558,233.2491252510861
560,230.63046372878983
562,227.93828303035667
564,239.26149175514075
566,245.64395965524227
568,247.0571628049136
570,242.9444998309848
572,246.53552212282355
574,248.4891901268492
576,245.9274375224203
578,261.5109012629359
580,262.0638908406013
582,264.1504052594879
584,283.890813329311
586,291.9950487758569
588,297.5816309726869
590,291.5592290732959
592,284.73121490325275
594,295.8028254805952
596,304.4770594511983
598,309.434030838206
