frame,class,x,y,conf
0,thumb,2024.4195556640625,1367.672119140625,0.7232790589332581
2,thumb,2024.4725952148438,1366.7935180664062,0.7438907027244568
4,thumb,2025.2636108398438,1366.26806640625,0.7352779507637024
6,thumb,2026.9221801757812,1364.2609252929688,0.75226891040802
8,thumb,2026.1649169921875,1361.6262817382812,0.7728264927864075
10,thumb,2023.688232421875,1357.5265502929688,0.7828968167304993
12,thumb,2021.423095703125,1353.4808959960938,0.7543801069259644
14,thumb,2017.8156127929688,1346.3451538085938,0.7551229596138
16,thumb,2021.47412109375,1334.9122924804688,0.730674684047699
18,thumb,2028.6865844726562,1315.6241455078125,0.7556059956550598
20,thumb,2034.6588134765625,1300.358642578125,0.6641952395439148
22,thumb,2062.691162109375,1287.1632690429688,0.6362596750259399
24,thumb,2064.0706176757812,1269.187255859375,0.8145946860313416
26,thumb,2064.4238891601562,1258.9555053710938,0.7296342849731445
28,thumb,2052.03076171875,1252.5787353515625,0.7573930025100708
30,thumb,2043.318603515625,1245.36962890625,0.7784489393234253
32,thumb,2027.3400268554688,1251.3229370117188,0.7310898303985596
34,thumb,2024.267333984375,1245.6547241210938,0.7300006151199341
36,thumb,2022.5386962890625,1227.4859008789062,0.828184187412262
38,thumb,2021.2314453125,1192.4805297851562,0.8528998494148254
46,thumb,2023.989501953125,1213.0027465820312,0.8721980452537537
48,thumb,2004.9755859375,1242.4387817382812,0.8538278937339783
50,thumb,1990.241455078125,1249.169189453125,0.7575749754905701
52,thumb,1990.226806640625,1218.0621948242188,0.8878015875816345
54,thumb,1997.2529296875,1181.2374267578125,0.9257562756538391
56,thumb,2000.6622924804688,1176.9830322265625,0.7152612805366516
60,thumb,2020.0228271484375,1199.98291015625,0.7951595187187195
62,thumb,2012.8423461914062,1219.13671875,0.8704659342765808
64,thumb,2002.72119140625,1228.5486450195312,0.876518964767456
66,thumb,1989.1199340820312,1219.4009399414062,0.8852257132530212
68,thumb,1982.4947509765625,1208.9738159179688,0.7904791831970215
70,thumb,1976.7733154296875,1186.4439086914062,0.881161093711853
72,thumb,1972.3568115234375,1158.2438354492188,0.8680950403213501
78,thumb,1974.9966430664062,1187.7639770507812,0.846203625202179
80,thumb,1966.486083984375,1207.2003784179688,0.8689308762550354
82,thumb,1960.9669189453125,1221.6004028320312,0.88502436876297
84,thumb,1952.40380859375,1220.5538940429688,0.8996858596801758
86,thumb,1955.17822265625,1209.7528686523438,0.8191782236099243
88,thumb,1967.06103515625,1180.0543823242188,0.8853434324264526
90,thumb,1977.5963745117188,1163.3935546875,0.8603625297546387
96,thumb,2002.7593994140625,1220.076416015625,0.8930444717407227
98,thumb,1978.2081298828125,1263.7838134765625,0.8207170367240906
100,thumb,1957.500732421875,1278.7352905273438,0.7381594777107239
102,thumb,1934.4603881835938,1280.6957397460938,0.6335928440093994
104,thumb,1912.0880126953125,1284.21728515625,0.7168468832969666
106,thumb,1911.257080078125,1271.4801025390625,0.6840802431106567
108,thumb,1944.6864624023438,1227.60205078125,0.855078935623169
110,thumb,1976.247802734375,1191.5286254882812,0.8555732369422913
116,thumb,2002.9851684570312,1223.109130859375,0.8602766394615173
118,thumb,1985.911376953125,1263.749755859375,0.8362951278686523
120,thumb,1959.1171875,1289.2000122070312,0.7398360371589661
122,thumb,1942.83154296875,1287.984130859375,0.6295523643493652
124,thumb,1913.719482421875,1278.513671875,0.674259603023529
126,thumb,1896.8572998046875,1257.2791748046875,0.7144975066184998
128,thumb,1913.4696655273438,1231.2218627929688,0.7930087447166443
130,thumb,1934.5960693359375,1187.8555908203125,0.8503397703170776
132,thumb,1949.060302734375,1161.1130981445312,0.8657835721969604
134,thumb,1968.2984619140625,1149.4915161132812,0.7200074195861816
140,thumb,1988.3358154296875,1211.6193237304688,0.8572158217430115
142,thumb,1961.4730224609375,1241.9278564453125,0.8596882820129395
144,thumb,1949.2012939453125,1245.9833374023438,0.7743677496910095
146,thumb,1936.5313110351562,1233.7845458984375,0.7684242725372314
148,thumb,1933.6665649414062,1199.8657836914062,0.7693126201629639
150,thumb,1937.6610107421875,1156.23974609375,0.8616527915000916
152,thumb,1943.7264404296875,1131.8989868164062,0.9009566307067871
158,thumb,1982.3228759765625,1183.555908203125,0.8817493319511414
160,thumb,1975.9439697265625,1210.782470703125,0.8616670370101929
162,thumb,1956.4266357421875,1238.43310546875,0.8406224250793457
164,thumb,1941.4222412109375,1231.3009643554688,0.7959255576133728
166,thumb,1928.3909912109375,1221.2250366210938,0.7863238453865051
168,thumb,1918.393798828125,1221.954345703125,0.8114581108093262
170,thumb,1917.31494140625,1228.038818359375,0.7760434746742249
172,thumb,1917.066650390625,1241.4043579101562,0.7624413371086121
174,thumb,1923.1168212890625,1252.7498779296875,0.7247161269187927
176,thumb,1946.5169677734375,1248.1708374023438,0.8021309971809387
178,thumb,1983.7723388671875,1240.6400756835938,0.8104912638664246
180,thumb,2010.007568359375,1238.8513793945312,0.7788591980934143
182,thumb,2022.8572998046875,1252.115966796875,0.4817144274711609
182,thumb,2026.7186279296875,1239.250732421875,0.4203265905380249
186,thumb,2032.3011474609375,1243.7337646484375,0.44156238436698914
188,thumb,2015.8540649414062,1241.874755859375,0.6669726371765137
190,thumb,1975.8167724609375,1259.8009643554688,0.8265542984008789
192,thumb,1943.1265869140625,1277.0851440429688,0.6725583672523499
194,thumb,1908.25634765625,1277.1364135742188,0.724557638168335
196,thumb,1886.1988525390625,1271.6951904296875,0.710959792137146
198,thumb,1873.32568359375,1260.5652465820312,0.6539397239685059
200,thumb,1875.38427734375,1244.5515747070312,0.6901994347572327
202,thumb,1890.800537109375,1219.2390747070312,0.8393836617469788
204,thumb,1920.8469848632812,1184.8053588867188,0.8746436238288879
206,thumb,1941.4105224609375,1171.1954956054688,0.8257662057876587
208,thumb,1961.4378662109375,1187.081298828125,0.8450474143028259
210,thumb,1970.62646484375,1197.01904296875,0.8140155673027039
212,thumb,1968.0673828125,1213.5576171875,0.8940658569335938
214,thumb,1955.611083984375,1244.2860107421875,0.8618564009666443
216,thumb,1943.3973999023438,1260.52880859375,0.7895553112030029
218,thumb,1944.189697265625,1238.6090698242188,0.8039106130599976
220,thumb,1941.674560546875,1205.5555419921875,0.8270338773727417
222,thumb,1939.6136474609375,1180.5284423828125,0.8831083178520203
224,thumb,1931.5494995117188,1149.516845703125,0.8559703826904297
226,thumb,1921.76513671875,1114.6524658203125,0.8567966222763062
234,thumb,1949.965576171875,1150.177001953125,0.798210859298706
236,thumb,1944.02685546875,1179.8751220703125,0.9236130118370056
238,thumb,1925.9500122070312,1221.8982543945312,0.8398213982582092
240,thumb,1912.2703857421875,1235.8401489257812,0.8909764885902405
242,thumb,1909.2337646484375,1220.984375,0.8109352588653564
244,thumb,1917.7630004882812,1176.6177368164062,0.8810193538665771
246,thumb,1923.664306640625,1125.8057250976562,0.8680316209793091
254,thumb,1948.59814453125,1162.6404418945312,0.9163974523544312
256,thumb,1941.173583984375,1185.6098022460938,0.9239903688430786
258,thumb,1923.7789306640625,1199.4744262695312,0.8423823118209839
260,thumb,1916.0262451171875,1187.7970581054688,0.8931698799133301
262,thumb,1911.71337890625,1169.9789428710938,0.8811323046684265
264,thumb,1914.66064453125,1157.4299926757812,0.8910295963287354
266,thumb,1930.5765380859375,1138.0396728515625,0.8773751258850098
268,thumb,1938.6069946289062,1115.6381225585938,0.739305853843689
274,thumb,1962.461181640625,1147.6139526367188,0.7426459789276123
276,thumb,1948.7215576171875,1176.1451416015625,0.9275262951850891
278,thumb,1922.7293701171875,1218.221923828125,0.8405324220657349
280,thumb,1911.829833984375,1225.062255859375,0.8342100977897644
282,thumb,1906.1599731445312,1200.51708984375,0.8665193915367126
284,thumb,1913.9893798828125,1170.6829223632812,0.8728705644607544
286,thumb,1926.6622924804688,1130.5951538085938,0.876567006111145
288,thumb,1933.1363525390625,1116.9573974609375,0.702601969242096
294,thumb,1954.0528564453125,1162.444091796875,0.8705713748931885
296,thumb,1940.8862915039062,1191.3775634765625,0.8827782273292542
298,thumb,1914.1285400390625,1219.7525634765625,0.8221261501312256
300,thumb,1899.8147583007812,1220.8890991210938,0.8557547926902771
302,thumb,1897.9705810546875,1208.5418701171875,0.8328073024749756
304,thumb,1919.9886474609375,1194.544189453125,0.8840636014938354
306,thumb,1958.2060546875,1185.1332397460938,0.8760440349578857
308,thumb,1988.95751953125,1185.2030639648438,0.9117862582206726
310,thumb,2022.3764038085938,1173.6259155273438,0.5868774652481079
310,thumb,2014.3681030273438,1187.801513671875,0.4898120164871216
312,thumb,2025.0678100585938,1178.5004272460938,0.576474666595459
312,thumb,2018.369384765625,1188.853271484375,0.4246659278869629
314,thumb,1986.91259765625,1178.610595703125,0.8981888890266418
316,thumb,1958.6046142578125,1190.2008056640625,0.8883487582206726
318,thumb,1925.684814453125,1208.6131591796875,0.8522034883499146
320,thumb,1905.8858642578125,1206.1538696289062,0.773383617401123
322,thumb,1902.0545654296875,1182.829833984375,0.9172865152359009
324,thumb,1909.1572265625,1177.6427612304688,0.9084761738777161
326,thumb,1933.7178955078125,1158.3411865234375,0.8434995412826538
328,thumb,1948.881591796875,1132.3316650390625,0.914360761642456
330,index_finger,1982.722412109375,1052.5742797851562,0.40418797731399536
332,thumb,1979.812255859375,1103.002197265625,0.5655784606933594
334,thumb,1978.0364990234375,1111.4855346679688,0.6257665753364563
336,thumb,1951.29248046875,1165.9932250976562,0.9045296311378479
338,thumb,1929.180908203125,1207.1148681640625,0.8635989427566528
340,thumb,1909.70654296875,1233.806884765625,0.8727762699127197
342,thumb,1900.8592529296875,1235.6929321289062,0.8128393888473511
344,thumb,1905.295654296875,1220.9122924804688,0.8320461511611938
346,thumb,1930.017822265625,1185.2706298828125,0.8433029651641846
348,thumb,1955.7153930664062,1145.7324829101562,0.8785396814346313
350,thumb,1974.2965698242188,1143.4451293945312,0.8462450504302979
354,thumb,1981.3663330078125,1141.3705444335938,0.7749795317649841
356,thumb,1957.33447265625,1155.7786865234375,0.8963877558708191
358,thumb,1929.870849609375,1175.5399780273438,0.8927896618843079
360,thumb,1910.6348876953125,1184.6878051757812,0.9118260145187378
362,thumb,1905.2274169921875,1172.9988403320312,0.9171234369277954
364,thumb,1900.3796997070312,1163.7842407226562,0.9367493391036987
366,thumb,1898.7666625976562,1177.8368530273438,0.9058694243431091
368,thumb,1892.2572631835938,1183.0533447265625,0.9148149490356445
370,thumb,1883.39794921875,1189.1865844726562,0.9071786999702454
372,thumb,1874.9344482421875,1202.670166015625,0.8260235786437988
374,thumb,1847.473388671875,1210.562255859375,0.5853779911994934
376,thumb,1836.34423828125,1209.7640380859375,0.6055407524108887
378,thumb,1831.124267578125,1215.1514892578125,0.6085248589515686
380,thumb,1831.059814453125,1214.9149169921875,0.6161636114120483
382,thumb,1846.3026123046875,1209.6770629882812,0.636333167552948
384,thumb,1870.7706298828125,1199.2224731445312,0.7949297428131104
386,thumb,1890.7618408203125,1195.1183471679688,0.876270055770874
388,thumb,1898.607421875,1199.2828979492188,0.8700314164161682
390,thumb,1914.0471801757812,1207.7926025390625,0.8554581999778748
